response_id,response,screen_time_hours,screen_time_minutes
R_6SPVWyobRsefpXX,"Response(id='resp_0809aa5571407e2300695f7d15343c8193a2ef7fe922a5be4b', created_at=1767865621.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0809aa5571407e2300695f7d15d73081939600362fd68443fa', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0809aa5571407e2300695f7d1852f08193963af0df84796d6a', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 4, ""screen_time_minutes"": 37}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1437, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=1587), user=None, billing={'payer': 'developer'}, completed_at=1767865624, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",4,37
R_8pQbUIqKbW5uDGA,"Response(id='resp_0f38a450e220c81600695f7d18b9e881a39a4d09fe6ce07eb1', created_at=1767865624.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0f38a450e220c81600695f7d19d13c81a3ab30c2195727d3db', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0f38a450e220c81600695f7d1bf6dc81a3b3f63e186e0647dc', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":""6"",""screen_time_minutes"":""30""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=147, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2009), user=None, billing={'payer': 'developer'}, completed_at=1767865628, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",6,30
R_2zNslgsJKyfonvM,"Response(id='resp_00fac41145d2e61500695f7d195c3081a3807c6f8a5c388036', created_at=1767865625.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_00fac41145d2e61500695f7d1a33a881a3aec7ea5aa3422369', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_00fac41145d2e61500695f7d1c674481a39e56bb0a6e32cff2', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 0, ""screen_time_minutes"": 57}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767865628, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",0,57
R_5pAheYmJyVbP5ex,"Response(id='resp_02cb321d2005910d00695f7d18287081a3a4187117b202fb9d', created_at=1767865624.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_02cb321d2005910d00695f7d18d96881a397638842f975487c', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_02cb321d2005910d00695f7d1c301081a380685ffa9c16c07f', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": ""36"",\n  ""screen_time_minutes"": ""34""\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1866, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=218, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2084), user=None, billing={'payer': 'developer'}, completed_at=1767865628, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",36,34
R_7PZRob1sCywU18t,"Response(id='resp_056d4d6fb258a01000695f7d16df188196ae89285a4aae7266', created_at=1767865622.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_056d4d6fb258a01000695f7d178de481969b0e93064faaf64a', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_056d4d6fb258a01000695f7d1c75d481968eed6b350231f9bb', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":""13"",""screen_time_minutes"":""54""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=339, output_tokens_details=OutputTokensDetails(reasoning_tokens=320), total_tokens=2201), user=None, billing={'payer': 'developer'}, completed_at=1767865629, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",13,54
R_8qn4a9rPnLh5TTc,"Response(id='resp_04fa2bc1e0ad461a00695f7d19c4e88195807d2fe4a49a7540', created_at=1767865625.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_04fa2bc1e0ad461a00695f7d1abbcc819582801a916cd16bc1', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_04fa2bc1e0ad461a00695f7d1cdf9881958da184a78b054965', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": ""10"", ""screen_time_minutes"": ""59""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767865629, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",10,59
R_8JUhRddI9rpHgWJ,"Response(id='resp_0d7ca053276e87e400695f7d18f13c819cb14c1a3faf9ebddf', created_at=1767865625.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0d7ca053276e87e400695f7d1b5250819c94d9e9f11c89aaa4', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0d7ca053276e87e400695f7d1e9e38819c86e32df1646645aa', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 27, ""screen_time_minutes"": 20}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767865631, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",27,20
R_5Rl6jqyaiLfYJwZ,"Response(id='resp_096e837d605c0b0d00695f7d1d3bc88192bbe574c864723d14', created_at=1767865629.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_096e837d605c0b0d00695f7d1defc08192b5051eecf98e2585', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_096e837d605c0b0d00695f7d20037881929c9aef9e79d6d5fa', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":27,""screen_time_minutes"":53}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=147, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2009), user=None, billing={'payer': 'developer'}, completed_at=1767865632, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",27,53
R_5d0qsBXfqHjv7o0,"Response(id='resp_0ca62cf694012ca500695f7d1d515081a297136cc791ee17c6', created_at=1767865629.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0ca62cf694012ca500695f7d1e7ca881a2972ffe6b259c1d25', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0ca62cf694012ca500695f7d20439481a2ac7a936d7a4abe42', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": 17,\n  ""screen_time_minutes"": 1\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=154, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2016), user=None, billing={'payer': 'developer'}, completed_at=1767865632, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",17,1
R_6RlXvb0w7gCK6Ah,"Response(id='resp_0d44b6a5b52cb57200695f7d1d6df881a1884fcf3ca9086db7', created_at=1767865629.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0d44b6a5b52cb57200695f7d1e5f7481a18b50a8c1fa0a9973', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0d44b6a5b52cb57200695f7d209b0881a18fc3d9db064b081d', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": ""16"",\n  ""screen_time_minutes"": ""27""\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=154, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2016), user=None, billing={'payer': 'developer'}, completed_at=1767865633, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",16,27
R_3sbcx0c4MkucA8h,"Response(id='resp_073371b48471470700695f7d1d4bd08191b5fb2ea8c78c009e', created_at=1767865629.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_073371b48471470700695f7d1da91881918953831c5cc1ce12', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_073371b48471470700695f7d224ee48191b41f34e1fc2821db', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": ""7"", ""screen_time_minutes"": ""35""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=757, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=342, output_tokens_details=OutputTokensDetails(reasoning_tokens=320), total_tokens=1099), user=None, billing={'payer': 'developer'}, completed_at=1767865635, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",7,35
