response_id,response,screen_time_hours,screen_time_minutes
R_5mJwKIyzpVXH42d,"Response(id='resp_0aa9fe9b756f2e2100695f818d6b908197a8d5f8745242877d', created_at=1767866765.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0aa9fe9b756f2e2100695f818e43508197a8ef314e7fed0551', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0aa9fe9b756f2e2100695f819136688197a9457ab89b2df957', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 29, ""screen_time_minutes"": 27}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767866769, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",29,27
R_8UKWEiEQuhDpzoJ,"Response(id='resp_073a22f4242d75f400695f81912fe481a19bcdcb06b7708374', created_at=1767866769.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_073a22f4242d75f400695f81921c0481a1ab97cfe2eb65a52f', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_073a22f4242d75f400695f819412e881a1a9c271beab266ae4', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": ""21"", ""screen_time_minutes"": ""15""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767866772, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",21,15
R_5Dd8PRwtE9rXDhR,"Response(id='resp_05aafc8ad190da5400695f81924574819682f1cb3105fda595', created_at=1767866770.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_05aafc8ad190da5400695f8192fc708196a57413ba72ecb9aa', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_05aafc8ad190da5400695f81959e9c8196b745d8b20f5e82f6', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 49, ""screen_time_minutes"": 19}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1831, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=86, output_tokens_details=OutputTokensDetails(reasoning_tokens=64), total_tokens=1917), user=None, billing={'payer': 'developer'}, completed_at=1767866774, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",49,19
R_8ALkzGVMssUrcQ5,"Response(id='resp_0a194d5ed210b77200695f8192c8e88194b2580dda8692704c', created_at=1767866770.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0a194d5ed210b77200695f8193f7248194b41b6b8a339b92c4', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0a194d5ed210b77200695f8195cd488194a0c09725e883bcba', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": ""24"",\n  ""screen_time_minutes"": ""9""\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=154, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2016), user=None, billing={'payer': 'developer'}, completed_at=1767866774, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",24,9
R_28dKHfz4M1FR6I9,"Response(id='resp_07cc09fe02cfbf1500695f819203708194b5aefcd092e4fb83', created_at=1767866770.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_07cc09fe02cfbf1500695f81931b508194817b3b63cbfad220', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_07cc09fe02cfbf1500695f819633a08194af60653b1f1321ab', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 24, ""screen_time_minutes"": 56}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767866774, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",24,56
R_7CalaL3KnK127XH,"Response(id='resp_03c675c8ec0bb04900695f818897dc8196b543180065d3e859', created_at=1767866760.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_03c675c8ec0bb04900695f81898d308196b515501d1fde7b23', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_03c675c8ec0bb04900695f8196b8988196bc1245e913af38d4', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 22, ""screen_time_minutes"": 11}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=342, output_tokens_details=OutputTokensDetails(reasoning_tokens=320), total_tokens=2204), user=None, billing={'payer': 'developer'}, completed_at=1767866775, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",22,11
R_3MJJ4xWydbsQWlo,"Response(id='resp_0415bf31665c744e00695f8195409081a1bd59582509c74cb8', created_at=1767866773.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0415bf31665c744e00695f819646c481a1b3161ff6b4bffd3e', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0415bf31665c744e00695f8197823481a1bfd52da236cad93c', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":""27"",""screen_time_minutes"":""15""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=83, output_tokens_details=OutputTokensDetails(reasoning_tokens=64), total_tokens=1945), user=None, billing={'payer': 'developer'}, completed_at=1767866775, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",27,15
R_2Rr0RVkvdMmQy9X,"Response(id='resp_02c5ab2e71a6b78700695f8189b68881a0a6971aa6241faa8b', created_at=1767866762.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_02c5ab2e71a6b78700695f818bf19c81a0b9ce3606e8905434', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_02c5ab2e71a6b78700695f81959f9c81a0be700c634e093a88', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 14, ""screen_time_minutes"": 36}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767866775, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",14,36
R_2s6x3yfBPe8evQ7,"Response(id='resp_040706ce155ad23600695f819868ac81a19b718e47822fa15c', created_at=1767866776.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_040706ce155ad23600695f8199166c81a1be35828b3072f985', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_040706ce155ad23600695f819aa1a481a1ac1d8faca206c886', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":""8"",""screen_time_minutes"":""24""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1831, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=147, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=1978), user=None, billing={'payer': 'developer'}, completed_at=1767866778, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",8,24
R_8gvSEPVCRgVyi1Y,"Response(id='resp_07ba438a5c79071500695f8198e3b4819191f24fa91dc25a88', created_at=1767866777.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_07ba438a5c79071500695f8199ac7c81918d4b7894a0d0b0ef', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_07ba438a5c79071500695f819b359081918257d659ae3ce6cd', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 12, ""screen_time_minutes"": 43}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1898, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=86, output_tokens_details=OutputTokensDetails(reasoning_tokens=64), total_tokens=1984), user=None, billing={'payer': 'developer'}, completed_at=1767866779, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",12,43
R_5UHnTZGJb2Hv7fr,"Response(id='resp_073a47b308e7104500695f8197b9948193b5af88663096024f', created_at=1767866775.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_073a47b308e7104500695f81989ee08193ac6854224cccd166', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_073a47b308e7104500695f819cdfc08193b5583d98736ef0c1', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":""5"",""screen_time_minutes"":""38""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=339, output_tokens_details=OutputTokensDetails(reasoning_tokens=320), total_tokens=2201), user=None, billing={'payer': 'developer'}, completed_at=1767866781, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",5,38
