response_id,response,screen_time_hours,screen_time_minutes
R_5Rl6jqyaiLfYJwZ,"Response(id='resp_05c64e976dbd24fb00695f848ddaac81a1ad3ae9b417697236', created_at=1767867534.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_05c64e976dbd24fb00695f848f1b5c81a18d08b47aabae16e4', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_05c64e976dbd24fb00695f84920cec81a19f9046e1bb017b04', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": 28,\n  ""screen_time_minutes"": 50\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=218, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2080), user=None, billing={'payer': 'developer'}, completed_at=1767867538, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",28,50
R_58U38bRTQEkuYAp,"Response(id='resp_089d0dc19e017e0900695f848f156481a384155dd34573c27d', created_at=1767867535.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_089d0dc19e017e0900695f84901e8c81a385038d38b95c4794', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_089d0dc19e017e0900695f84936a2081a39955d94bc94daa53', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 5, ""screen_time_minutes"": 50}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767867539, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",5,50
R_5pAheYmJyVbP5ex,"Response(id='resp_0d8909146b64a86400695f848ffb50819c956139bdacf7a197', created_at=1767867536.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0d8909146b64a86400695f8490cd64819c898058694377452d', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0d8909146b64a86400695f84945dd4819c81af9c279b525aaa', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": 25,\n  ""screen_time_minutes"": 35\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1906, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=282, output_tokens_details=OutputTokensDetails(reasoning_tokens=256), total_tokens=2188), user=None, billing={'payer': 'developer'}, completed_at=1767867540, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",25,35
R_7PZRob1sCywU18t,"Response(id='resp_0cce3164cd36fd7100695f8491ef508193ba5e00942568972d', created_at=1767867537.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0cce3164cd36fd7100695f8492d1d881939eff80ffd361d0fa', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0cce3164cd36fd7100695f8494c3dc819380582affca05a320', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 14, ""screen_time_minutes"": 22}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767867541, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",14,22
R_8JUhRddI9rpHgWJ,"Response(id='resp_08c57fe25b771a0d00695f848f81f08197ae5fba39a9173065', created_at=1767867535.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_08c57fe25b771a0d00695f8490b2f88197beef6773f4605f3f', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_08c57fe25b771a0d00695f849536748197b8e60c95b2746d62', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 24, ""screen_time_minutes"": 15}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767867541, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",24,15
R_19h6PEXP1VDwaVF,"Response(id='resp_0d662cde527c6abe00695f84900500819697691548675017b4', created_at=1767867536.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0d662cde527c6abe00695f849122648196853b0d6bdf397b2c', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0d662cde527c6abe00695f849605ac8196b9d37f0ce4ce585c', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 24, ""screen_time_minutes"": 53}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=278, output_tokens_details=OutputTokensDetails(reasoning_tokens=256), total_tokens=2140), user=None, billing={'payer': 'developer'}, completed_at=1767867542, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",24,53
R_8B2O8u2jd9of9QK,"Response(id='resp_01bcc8c8e12024f100695f84930dcc8192ad7ac402649bd4ef', created_at=1767867539.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_01bcc8c8e12024f100695f84942bd481928e3b29ad902d8aa2', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_01bcc8c8e12024f100695f84971fd08192910ee76c3cc900d6', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": 12,\n  ""screen_time_minutes"": 25\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1293, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=154, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=1447), user=None, billing={'payer': 'developer'}, completed_at=1767867543, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",12,25
R_8rIoyUuFLcYHl2e,"Response(id='resp_03e3844a44ebfbd900695f84960ce4819cb2a7bb72428d8b83', created_at=1767867542.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_03e3844a44ebfbd900695f8496e74c819c8378f7a14f09dd60', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_03e3844a44ebfbd900695f84987bf4819cbfda45d8a705b06a', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 7, ""screen_time_minutes"": 22}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=86, output_tokens_details=OutputTokensDetails(reasoning_tokens=64), total_tokens=1948), user=None, billing={'payer': 'developer'}, completed_at=1767867544, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",7,22
R_7uEfxzAOKQCpaVl,"Response(id='resp_0d1431fb4f202d1f00695f8494bc08819e9cc30d2cf1454200', created_at=1767867540.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0d1431fb4f202d1f00695f84967f94819eaa8ff49e615f8530', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0d1431fb4f202d1f00695f84998070819e98545e2510b92bb0', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": 23,\n  ""screen_time_minutes"": 24\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=218, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2080), user=None, billing={'payer': 'developer'}, completed_at=1767867545, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",23,24
R_8SuCvs5MzUbbzpX,"Response(id='resp_04da1fd678ef444300695f8496a32081909db90dc118853f56', created_at=1767867542.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_04da1fd678ef444300695f8497abac8190b44901db418472f7', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_04da1fd678ef444300695f8499c3388190b6a194c22df92e5c', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 6, ""screen_time_minutes"": 17}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767867546, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",6,17
R_2r2N6zC98BALty9,"Response(id='resp_0258e765e5900f6100695f8496f5a4819c9d939b4ed93b69ec', created_at=1767867542.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0258e765e5900f6100695f849791dc819cb1560d380c5c7164', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0258e765e5900f6100695f849ab3e0819ca17e8d60a37587b6', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":""4"",""screen_time_minutes"":""59""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1831, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=211, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2042), user=None, billing={'payer': 'developer'}, completed_at=1767867547, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",4,59
R_2r7jl8P98oJ1O6D,"Response(id='resp_07d794e92b398c9700695f849599c48191b7b571341707317a', created_at=1767867541.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_07d794e92b398c9700695f849697408191b2c4de2dc26bb2b3', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_07d794e92b398c9700695f849abcbc81919838f502a22edf7e', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 23, ""screen_time_minutes"": 31}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1831, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2045), user=None, billing={'payer': 'developer'}, completed_at=1767867547, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",23,31
R_2CP0bipdX9bQzef,"Response(id='resp_02522c7933d97de700695f8498b02481939e8d21d7c52af48c', created_at=1767867544.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_02522c7933d97de700695f8499b8648193b1feb1a903e98c3b', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_02522c7933d97de700695f849b3a548193a7bf9773d5c85b07', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 22, ""screen_time_minutes"": 17}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767867547, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",22,17
R_88INjeAaGJclUfn,"Response(id='resp_086d24d9f3c6624400695f849ad65c81949eb40a2ba5acdaee', created_at=1767867546.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_086d24d9f3c6624400695f849bbf448194b7c14f1b03461312', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_086d24d9f3c6624400695f849d214c8194a3fb167c98118bbd', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 10, ""screen_time_minutes"": 19}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=86, output_tokens_details=OutputTokensDetails(reasoning_tokens=64), total_tokens=1948), user=None, billing={'payer': 'developer'}, completed_at=1767867549, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",10,19
R_5EmDDYBQwiN5arT,"Response(id='resp_09dc53ea04f1ba9b00695f8499fb5c81a3b1fb46c022d04fcf', created_at=1767867546.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_09dc53ea04f1ba9b00695f849ae80881a395b66f5ce282be08', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_09dc53ea04f1ba9b00695f849ed03881a399693bdc747a698c', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": 19,\n  ""screen_time_minutes"": 30\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=346, output_tokens_details=OutputTokensDetails(reasoning_tokens=320), total_tokens=2208), user=None, billing={'payer': 'developer'}, completed_at=1767867551, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",19,30
R_2Pdj134QhLpM481,"Response(id='resp_052a8bb74516c99d00695f849b0c4c81929e54f8986f661175', created_at=1767867547.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_052a8bb74516c99d00695f849be7308192ab995da587a68be0', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_052a8bb74516c99d00695f849ec8a48192b4761802486454b9', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 18, ""screen_time_minutes"": 26}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767867551, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",18,26
R_6YM6iNVdejBNHmG,"Response(id='resp_0930de746f22004100695f849c4888819db544f78809ae9368', created_at=1767867548.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0930de746f22004100695f849d0b2c819d8ba2d7aefe2e9fcf', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0930de746f22004100695f849f5d20819daa8018d9e468ff38', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 18, ""screen_time_minutes"": 3}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767867551, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",18,3
R_2iHXD63bYq1cNp2,"Response(id='resp_0886be6846b0a6d400695f849c100c81938f814ebec6322807', created_at=1767867548.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0886be6846b0a6d400695f849d1ca48193bc8e1bea77fb4020', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0886be6846b0a6d400695f84a0d4d48193aa11443828e12d2c', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 3, ""screen_time_minutes"": 5}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=278, output_tokens_details=OutputTokensDetails(reasoning_tokens=256), total_tokens=2140), user=None, billing={'payer': 'developer'}, completed_at=1767867553, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",3,5
R_1ONqKcgytfmFtHA,"Response(id='resp_0e839ebcd2c91a8100695f849e87c88195a777931b05cf9763', created_at=1767867550.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0e839ebcd2c91a8100695f849fcfb481958d0c7cc1f43e076e', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0e839ebcd2c91a8100695f84a1fc8481958c37f5da8a659b0d', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 17, ""screen_time_minutes"": 10}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767867554, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",17,10
R_7uJtruAllO7atfD,"Response(id='resp_088130e1dc1b3b8000695f849ff494819fa505a6872b903b34', created_at=1767867552.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_088130e1dc1b3b8000695f84a1943c819fb51caa8a98506ca9', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_088130e1dc1b3b8000695f84a30418819f8398f82cff48f3c3', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": ""9"", ""screen_time_minutes"": ""56""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767867555, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",9,56
R_8qn4a9rPnLh5TTc,"Response(id='resp_0052085477e4aea200695f84a082408197a2592c07892139fb', created_at=1767867552.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0052085477e4aea200695f84a1b1888197879eaafb56b598e7', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0052085477e4aea200695f84a3d6b48197a2d7999c5c39cdbb', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":""8"",""screen_time_minutes"":""55""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=147, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2009), user=None, billing={'payer': 'developer'}, completed_at=1767867556, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",8,55
