topic_id,p_topic,topic_keywords,type,question_name,order,user_id_raw,T,treatment,topic_label
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,importance_followup_lower,16,62395546,2,Ambivalence,Confidence in Changing Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,importance_followup_higher,18,62395546,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,imagine_consequences,20,62395546,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,second_scaling_question,22,62395546,2,Ambivalence,Struggling to Regulate Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,confidence_followup_lower,24,62395546,2,Ambivalence,Confidence in Changing Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,confidence_followup_higher,26,62395546,2,Ambivalence,Confidence in Changing Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,strengths_past_success,28,62395546,2,Ambivalence,Confidence in Changing Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,menu_of_choices_1,30,62395546,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,action_step,32,62395546,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,review_interview,34,62395546,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,wrap_up,36,62395546,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,followup_past_positives,2,8396731,2,Ambivalence,Struggling to Regulate Social Media Use
0,0.8936092288676811,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_positives,4,8396731,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,6,8396731,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,deepen_negatives,8,8396731,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,values_discrepancy,10,8396731,2,Ambivalence,Struggling to Regulate Social Media Use
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,summary_understanding,12,8396731,2,Ambivalence,Social Media Impact on Energy and Productivity
16,1.0,perfect - pretty - thoughts - experience - job - balance - change - feel - moment - definitely,answer,first_scaling_question,14,8396731,2,Ambivalence,Agreement with Summary Statements
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,importance_followup_higher,18,8396731,2,Ambivalence,Balancing Connection and Social Media Use
2,0.7340353777150992,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,imagine_consequences,20,8396731,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,second_scaling_question,22,8396731,2,Ambivalence,Struggling to Regulate Social Media Use
8,1.0,control - believe - mind - try - self - difficult - stick - effort - want - pretty,answer,confidence_followup_higher,26,8396731,2,Ambivalence,Self-Confidence in Behavior Change
6,1.0,habit - habits - plan - change - stick - making - need - motivated - productive - improve,answer,strengths_past_success,28,8396731,2,Ambivalence,Challenges in Changing Social Media Habits
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,menu_of_choices_1,30,8396731,2,Ambivalence,Struggling to Regulate Social Media Use
17,0.5769593853104248,ideas - think really - thought - mind - moment - don think - think - conscious - thoughts - clear,answer,action_step,32,8396731,2,Ambivalence,No Specific Thoughts or Ideas
10,1.0,app - willpower - phone - using - thing - mind - limit - days - use - think just,answer,review_interview,34,8396731,2,Ambivalence,App and Notification Use Management
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,wrap_up,36,8396731,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_positives,2,43856286,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_positives,4,43856286,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,6,43856286,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,deepen_negatives,8,43856286,2,Ambivalence,Struggling to Regulate Social Media Use
0,0.7510956345362231,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,values_discrepancy,10,43856286,2,Ambivalence,Balancing Connection and Social Media Use
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,summary_understanding,12,43856286,2,Ambivalence,Social Media Impact on Energy and Productivity
16,1.0,perfect - pretty - thoughts - experience - job - balance - change - feel - moment - definitely,answer,first_scaling_question,14,43856286,2,Ambivalence,Agreement with Summary Statements
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,importance_followup_higher,18,43856286,2,Ambivalence,Struggling to Regulate Social Media Use
3,0.7924343240055877,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,imagine_consequences,20,43856286,2,Ambivalence,Confidence in Changing Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,second_scaling_question,22,43856286,2,Ambivalence,Balancing Connection and Social Media Use
0,0.7702874955745805,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,confidence_followup_higher,26,43856286,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,strengths_past_success,28,43856286,2,Ambivalence,Balancing Connection and Social Media Use
9,1.0,difficult - health - job - didn - motivated - change - habits - school - self - cut,answer,menu_of_choices_1,30,43856286,2,Ambivalence,Challenges in Sustaining Personal Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,action_step,32,43856286,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,review_interview,34,43856286,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,wrap_up,36,43856286,2,Ambivalence,Struggling to Regulate Social Media Use
1,0.2329085447986403,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,followup_past_positives,2,27774790,2,Ambivalence,Physical Strategies to Limit Phone Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,deepen_positives,4,27774790,2,Ambivalence,Struggling to Regulate Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,6,27774790,2,Ambivalence,Balancing Connection and Social Media Use
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,deepen_negatives,8,27774790,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,values_discrepancy,10,27774790,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,summary_understanding,12,27774790,2,Ambivalence,Struggling to Regulate Social Media Use
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,importance_followup_higher,18,27774790,2,Ambivalence,Physical Strategies to Limit Phone Use
2,0.4115600672348916,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,imagine_consequences,20,27774790,2,Ambivalence,Social Media Impact on Energy and Productivity
4,0.9344465356380064,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,second_scaling_question,22,27774790,2,Ambivalence,Improving Focus and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,confidence_followup_higher,26,27774790,2,Ambivalence,Struggling to Regulate Social Media Use
9,0.3603509301292183,difficult - health - job - didn - motivated - change - habits - school - self - cut,answer,menu_of_choices_1,30,27774790,2,Ambivalence,Challenges in Sustaining Personal Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,action_step,32,27774790,2,Ambivalence,Struggling to Regulate Social Media Use
5,1.0,evenings - evening - morning - late - night - reading - sleep - home - school - hours,answer,review_interview,34,27774790,2,Ambivalence,Daily Timing of Social Media Use
6,1.0,habit - habits - plan - change - stick - making - need - motivated - productive - improve,answer,wrap_up,36,27774790,2,Ambivalence,Challenges in Changing Social Media Habits
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_reaction_relevance,2,88172034,3,Direct persuasion,Struggling to Regulate Social Media Use
5,1.0,evenings - evening - morning - late - night - reading - sleep - home - school - hours,answer,t4_habits_map,4,88172034,3,Direct persuasion,Daily Timing of Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_direct_harms,6,88172034,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_benefits_ask,8,88172034,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_benefits_counter,10,88172034,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_importance_scale,12,88172034,3,Direct persuasion,Struggling to Regulate Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,t4_importance_to_plan,14,88172034,3,Direct persuasion,Confidence in Changing Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_plan_or_benchmarks,16,88172034,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_enforcement,20,88172034,3,Direct persuasion,Struggling to Regulate Social Media Use
21,1.0,willpower - strong - mind - difficult - just need - saying - old - got - effort - energy,answer,t4_confidence_scale2,22,88172034,3,Direct persuasion,Reliance on Personal Willpower
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_barriers_solutions,26,88172034,3,Direct persuasion,Struggling to Regulate Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_positives,2,68884239,2,Ambivalence,Balancing Connection and Social Media Use
0,0.9701469445050902,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_positives,4,68884239,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,followup_past_negatives,6,68884239,2,Ambivalence,Struggling to Regulate Social Media Use
7,1.0,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,deepen_negatives,8,68884239,2,Ambivalence,Unproductive and Prolonged Scrolling
0,0.7510956345362231,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,values_discrepancy,10,68884239,2,Ambivalence,Balancing Connection and Social Media Use
7,0.7989676291403478,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,summary_understanding,12,68884239,2,Ambivalence,Unproductive and Prolonged Scrolling
0,0.7679961928176996,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,first_scaling_question,14,68884239,2,Ambivalence,Balancing Connection and Social Media Use
0,0.8544660129577076,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,importance_followup_higher,18,68884239,2,Ambivalence,Balancing Connection and Social Media Use
0,0.3517348340973689,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,imagine_consequences,20,68884239,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,second_scaling_question,22,68884239,2,Ambivalence,Struggling to Regulate Social Media Use
8,1.0,control - believe - mind - try - self - difficult - stick - effort - want - pretty,answer,confidence_followup_higher,26,68884239,2,Ambivalence,Self-Confidence in Behavior Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,strengths_past_success,28,68884239,2,Ambivalence,Struggling to Regulate Social Media Use
9,0.2828767356509428,difficult - health - job - didn - motivated - change - habits - school - self - cut,answer,menu_of_choices_1,30,68884239,2,Ambivalence,Challenges in Sustaining Personal Change
10,0.4893154502386148,app - willpower - phone - using - thing - mind - limit - days - use - think just,answer,action_step,32,68884239,2,Ambivalence,App and Notification Use Management
0,0.4982071030570423,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,review_interview,34,68884239,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,wrap_up,36,68884239,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,followup_past_positives,2,32489284,2,Ambivalence,Struggling to Regulate Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_positives,4,32489284,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,6,32489284,2,Ambivalence,Balancing Connection and Social Media Use
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,deepen_negatives,8,32489284,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,values_discrepancy,10,32489284,2,Ambivalence,Struggling to Regulate Social Media Use
2,0.8230179391507415,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,summary_understanding,12,32489284,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,first_scaling_question,14,32489284,2,Ambivalence,Struggling to Regulate Social Media Use
0,0.3896292802202444,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,importance_followup_higher,18,32489284,2,Ambivalence,Balancing Connection and Social Media Use
0,0.9664366619565185,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,imagine_consequences,20,32489284,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,second_scaling_question,22,32489284,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,confidence_followup_higher,26,32489284,2,Ambivalence,Struggling to Regulate Social Media Use
8,0.8237653442646249,control - believe - mind - try - self - difficult - stick - effort - want - pretty,answer,strengths_past_success,28,32489284,2,Ambivalence,Self-Confidence in Behavior Change
9,1.0,difficult - health - job - didn - motivated - change - habits - school - self - cut,answer,menu_of_choices_1,30,32489284,2,Ambivalence,Challenges in Sustaining Personal Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,action_step,32,32489284,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,review_interview,34,32489284,2,Ambivalence,Struggling to Regulate Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,wrap_up,36,32489284,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,followup_past_negatives,2,80738581,1,Change Talk,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,deepen_negative_impacts,4,80738581,1,Change Talk,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,followup_2_past_negatives,6,80738581,1,Change Talk,Struggling to Regulate Social Media Use
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,values_future_vision,8,80738581,1,Change Talk,Social Media Impact on Energy and Productivity
4,1.0,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,summary_understanding,10,80738581,1,Change Talk,Improving Focus and Productivity
27,1.0,did - yes - perfect - yeah - negative - sure - thing -  -  - ,answer,first_scaling_question,12,80738581,1,Change Talk,Affirmations and Confirmations
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,followup_first_scaling_question,14,80738581,1,Change Talk,Struggling to Regulate Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,dig_deeper_first_scaling_question,16,80738581,1,Change Talk,Confidence in Changing Social Media Use
4,1.0,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,second_scaling_question,18,80738581,1,Change Talk,Improving Focus and Productivity
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,followup_second_scaling_question,20,80738581,1,Change Talk,Confidence in Changing Social Media Use
8,1.0,control - believe - mind - try - self - difficult - stick - effort - want - pretty,answer,ability_booster_strengths,22,80738581,1,Change Talk,Self-Confidence in Behavior Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,confidence_past_success,24,80738581,1,Change Talk,Struggling to Regulate Social Media Use
9,1.0,difficult - health - job - didn - motivated - change - habits - school - self - cut,answer,menu_of_choices_1,26,80738581,1,Change Talk,Challenges in Sustaining Personal Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,action_step,28,80738581,1,Change Talk,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,review_interview,30,80738581,1,Change Talk,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,wrap_up,32,80738581,1,Change Talk,Struggling to Regulate Social Media Use
20,1.0,spend time - prefer - spend - use - addictive - mind - waste time - thing - happy - bit,answer,followup_past_positives,2,55430988,2,Ambivalence,Perceived Excessive Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_positives,4,55430988,2,Ambivalence,Balancing Connection and Social Media Use
13,1.0,youtube - videos - watching - minutes - hour - weeks - type - tv - useful - end,answer,followup_past_negatives,6,55430988,2,Ambivalence,Managing YouTube Viewing Time
11,0.4652228873676996,posts - hate - news - people - post - bad - don like - read - positive - type,answer,deepen_negatives,8,55430988,2,Ambivalence,Negative Content and Ad Intrusion
2,0.9345171094858588,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,values_discrepancy,10,55430988,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,summary_understanding,12,55430988,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,first_scaling_question,14,55430988,2,Ambivalence,Struggling to Regulate Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,importance_followup_lower,16,55430988,2,Ambivalence,Confidence in Changing Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,importance_followup_higher,18,55430988,2,Ambivalence,Confidence in Changing Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,imagine_consequences,20,55430988,2,Ambivalence,Confidence in Changing Social Media Use
4,1.0,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,second_scaling_question,22,55430988,2,Ambivalence,Improving Focus and Productivity
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,confidence_followup_lower,24,55430988,2,Ambivalence,Confidence in Changing Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,confidence_followup_higher,26,55430988,2,Ambivalence,Balancing Connection and Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,strengths_past_success,28,55430988,2,Ambivalence,Confidence in Changing Social Media Use
9,1.0,difficult - health - job - didn - motivated - change - habits - school - self - cut,answer,menu_of_choices_1,30,55430988,2,Ambivalence,Challenges in Sustaining Personal Change
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,action_step,32,55430988,2,Ambivalence,Physical Strategies to Limit Phone Use
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,review_interview,34,55430988,2,Ambivalence,Physical Strategies to Limit Phone Use
0,0.390003455762063,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,wrap_up,36,55430988,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,followup_past_positives,2,96540552,2,Ambivalence,Struggling to Regulate Social Media Use
13,1.0,youtube - videos - watching - minutes - hour - weeks - type - tv - useful - end,answer,deepen_positives,4,96540552,2,Ambivalence,Managing YouTube Viewing Time
13,0.998384760308774,youtube - videos - watching - minutes - hour - weeks - type - tv - useful - end,answer,followup_past_negatives,6,96540552,2,Ambivalence,Managing YouTube Viewing Time
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,deepen_negatives,8,96540552,2,Ambivalence,Social Media Impact on Energy and Productivity
13,1.0,youtube - videos - watching - minutes - hour - weeks - type - tv - useful - end,answer,values_discrepancy,10,96540552,2,Ambivalence,Managing YouTube Viewing Time
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,summary_understanding,12,96540552,2,Ambivalence,Struggling to Regulate Social Media Use
12,1.0,right - perfect - ve got - fine - did - good - change - completely - think - plan,answer,first_scaling_question,14,96540552,2,Ambivalence,Explicit Confirmation of Accuracy
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,importance_followup_lower,16,96540552,2,Ambivalence,Confidence in Changing Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,importance_followup_higher,18,96540552,2,Ambivalence,Confidence in Changing Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,imagine_consequences,20,96540552,2,Ambivalence,Confidence in Changing Social Media Use
13,1.0,youtube - videos - watching - minutes - hour - weeks - type - tv - useful - end,answer,second_scaling_question,22,96540552,2,Ambivalence,Managing YouTube Viewing Time
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,confidence_followup_higher,26,96540552,2,Ambivalence,Confidence in Changing Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,strengths_past_success,28,96540552,2,Ambivalence,Confidence in Changing Social Media Use
